Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole,Name,Email,Phone Number,Skills
57,No,Non-Travel,1173,Logistics,15,1,Dairy Science,1,536,3,Female,54,1,3,Dairy Quality Analyst,3,Single,103063,10748,4,No,18,4,3,2,30,3,2,17,11,10,11,0.213039382,0.55,Dev Kapoor,dev.kapoor525@example.com,916000000000.0,
38,No,Rarely,833,Farm Operations,18,3,Logistics,1,537,3,Female,126,3,1,Cold Storage Supervisor,1,Divorced,69607,17577,9,No,23,2,4,1,10,0,3,4,2,4,5,0.666338245,0.4,Rohit Bose,rohit.bose38@example.com,916000000000.0,
27,No,Rarely,1219,Logistics,23,2,Mechanical Engineering,1,538,3,Male,50,3,3,Logistics & Supply Chain Coordinator,4,Divorced,29745,17015,7,No,13,2,1,2,24,4,1,13,5,11,12,0.611402798,0.35,Sahil Gandhi,sahil.gandhi754@example.com,920000000000.0,
20,No,Frequently,314,Quality Control,30,1,Logistics,1,539,2,Male,136,3,1,Packaging Machine Operator,1,Single,98533,18108,2,No,10,4,3,0,33,5,3,21,18,7,15,0.635699706,0.4,Sahil Pillai,sahil.pillai114@example.com,916000000000.0,
41,No,Rarely,1131,Farm Operations,34,3,Logistics,1,540,1,Male,52,4,3,Maintenance Engineer,1,Single,38330,3104,5,No,20,1,3,1,19,5,2,24,10,4,13,0.378501231,0.6,Sahil Iyer,sahil.iyer156@example.com,918000000000.0,
36,No,Frequently,873,Quality Control,4,1,Dairy Science,1,541,1,Female,116,3,3,Logistics & Supply Chain Coordinator,4,Single,60078,19654,5,No,19,4,2,1,6,5,2,21,3,2,6,0.367494224,0.35,Sahil Pillai,sahil.pillai662@example.com,918000000000.0,
26,No,Frequently,1457,Production,3,4,Biotechnology,1,542,1,Male,120,4,2,Dairy Lab Technician,2,Married,75332,14936,9,No,21,3,4,0,32,4,1,25,14,1,15,0.781207418,0.55,Sneha Mehta,sneha.mehta799@example.com,920000000000.0,
44,No,Non-Travel,1234,Quality Control,7,3,Food Technology,1,543,2,Male,149,4,4,Milk Processing Operator,4,Divorced,74532,11601,2,Yes,12,3,4,0,34,3,3,21,1,5,8,0.732876927,0.45,Nisha Pillai,nisha.pillai653@example.com,917000000000.0,
23,No,Frequently,405,Logistics,18,1,Biotechnology,1,544,1,Male,84,4,1,Packaging Machine Operator,4,Single,110365,5646,6,No,15,3,2,1,28,5,4,9,14,5,13,0.435753081,0.4,Sneha Trivedi,sneha.trivedi447@example.com,917000000000.0,
55,No,Frequently,446,Maintenance,42,3,Mechanical Engineering,1,545,2,Female,64,2,4,Maintenance Engineer,2,Married,63336,16960,3,No,23,3,2,2,11,5,1,25,16,6,6,0.646464001,0.6,Arjun Trivedi,arjun.trivedi659@example.com,917000000000.0,
25,No,Rarely,957,Quality Control,7,1,Biotechnology,1,546,2,Male,116,2,2,Logistics & Supply Chain Coordinator,3,Single,28070,16878,4,No,20,4,2,0,4,2,4,14,1,7,11,0.779705003,0.35,Karan Nair,karan.nair943@example.com,917000000000.0,
50,No,Rarely,1350,Maintenance,40,2,Mechanical Engineering,1,547,2,Female,142,2,1,Packaging Machine Operator,4,Divorced,21320,11145,8,Yes,22,3,2,1,11,0,2,5,6,3,2,0.82218061,0.4,Sneha Pillai,sneha.pillai161@example.com,916000000000.0,
38,Yes,Rarely,346,Production,6,1,Mechanical Engineering,1,548,1,Female,79,4,2,Dairy Quality Analyst,1,Married,109043,4802,5,No,22,1,4,2,28,2,2,8,15,11,13,0.204064383,0.55,Sneha Iyer,sneha.iyer744@example.com,918000000000.0,
58,No,Rarely,317,Farm Operations,22,3,Food Technology,1,549,4,Female,131,4,4,Milk Processing Operator,4,Divorced,58921,18365,9,No,20,4,3,2,34,3,3,9,4,7,18,0.769423675,0.45,Karan Desai,karan.desai437@example.com,919000000000.0,
46,No,Frequently,611,Farm Operations,1,4,Dairy Science,1,550,1,Male,124,1,3,Farm Liaison Officer,4,Single,26589,8105,3,Yes,17,3,3,1,19,4,4,22,15,11,10,0.445274634,0.3,Sneha Trivedi,sneha.trivedi800@example.com,917000000000.0,
29,No,Frequently,562,Maintenance,4,4,Food Technology,1,551,1,Male,92,4,2,Cheese Production Technician,1,Single,84409,4749,7,No,22,4,2,0,36,4,4,16,18,0,4,0.702864799,0.5,Nisha Patel,nisha.patel994@example.com,917000000000.0,
45,No,Frequently,336,Farm Operations,46,4,Biotechnology,1,552,3,Male,109,2,2,Dairy Quality Analyst,2,Single,112995,18974,8,No,19,4,1,2,0,2,1,0,1,5,12,0.459980955,0.55,Kavya Kapoor,kavya.kapoor665@example.com,917000000000.0,
38,No,Non-Travel,1398,Quality Control,49,1,Mechanical Engineering,1,553,2,Female,89,4,3,Dairy Lab Technician,3,Married,35589,19752,9,No,11,4,2,0,15,1,3,13,14,5,9,0.624374361,0.55,Meera Reddy,meera.reddy584@example.com,918000000000.0,
58,No,Non-Travel,1157,Maintenance,43,2,Logistics,1,554,4,Male,114,4,4,Farm Liaison Officer,3,Married,56375,12181,4,No,17,2,3,1,29,2,3,3,3,2,6,0.652747708,0.3,Karan Iyer,karan.iyer886@example.com,920000000000.0,
22,No,Non-Travel,218,Logistics,29,1,Logistics,1,555,3,Female,78,1,2,Dairy Quality Analyst,1,Married,63085,3361,1,No,23,3,1,0,8,1,4,27,1,8,16,0.48349494,0.55,Vivek Iyer,vivek.iyer771@example.com,916000000000.0,
32,No,Frequently,394,Quality Control,21,4,Mechanical Engineering,1,556,4,Male,123,4,4,Maintenance Engineer,2,Married,80840,5773,5,No,22,2,2,2,9,2,2,1,9,11,15,0.558949732,0.6,Sahil Mehta,sahil.mehta784@example.com,917000000000.0,
47,No,Frequently,529,Quality Control,26,3,Food Technology,1,557,4,Male,141,3,3,Packaging Machine Operator,4,Single,63200,15495,7,Yes,10,1,1,1,12,1,3,2,4,11,7,0.70841936,0.4,Amit Joshi,amit.joshi757@example.com,918000000000.0,
39,No,Rarely,374,Quality Control,14,4,Dairy Science,1,558,2,Male,144,1,1,Milk Processing Operator,4,Single,118704,4064,4,No,20,1,2,2,19,1,2,27,17,4,16,0.533413688,0.45,Nisha Pillai,nisha.pillai83@example.com,917000000000.0,
47,No,Rarely,1201,Logistics,9,3,Food Technology,1,559,1,Male,68,4,2,Packaging Machine Operator,4,Single,46732,7616,0,No,11,2,4,2,28,5,1,6,3,14,12,0.20978634,0.4,Karan Sharma,karan.sharma885@example.com,919000000000.0,
27,No,Rarely,648,Production,47,2,Mechanical Engineering,1,560,2,Female,52,4,4,Cold Storage Supervisor,4,Married,117047,9975,7,No,17,3,3,1,3,5,3,29,0,0,10,0.209032938,0.4,Sneha Reddy,sneha.reddy911@example.com,919000000000.0,
58,No,Non-Travel,1145,Farm Operations,12,3,Mechanical Engineering,1,561,2,Female,85,1,3,Logistics & Supply Chain Coordinator,4,Married,42426,12960,8,No,16,4,2,1,27,1,3,22,17,6,19,0.662917595,0.35,Sneha Patel,sneha.patel939@example.com,916000000000.0,
20,No,Non-Travel,340,Maintenance,42,1,Dairy Science,1,562,3,Female,92,4,3,Dairy Lab Technician,1,Single,50982,17324,0,Yes,14,1,1,0,36,1,1,13,19,9,17,0.793066276,0.55,Riya Malhotra,riya.malhotra654@example.com,919000000000.0,
22,No,Rarely,957,Production,6,1,Biotechnology,1,563,2,Female,64,2,2,Cold Storage Supervisor,4,Single,79720,8243,7,No,24,1,3,1,12,0,3,11,5,14,4,0.749691476,0.4,Vivek Trivedi,vivek.trivedi109@example.com,918000000000.0,
32,No,Rarely,1129,Maintenance,20,1,Biotechnology,1,564,1,Male,146,3,1,Cold Storage Supervisor,4,Married,36746,11560,9,No,22,1,2,0,2,1,4,18,19,13,5,0.417280211,0.4,Sneha Pillai,sneha.pillai422@example.com,919000000000.0,
47,No,Non-Travel,292,Farm Operations,24,3,Dairy Science,1,565,4,Female,90,3,2,Dairy Lab Technician,2,Divorced,48514,16684,1,Yes,19,3,2,1,36,5,4,28,19,2,19,0.529789519,0.55,Rohit Bose,rohit.bose334@example.com,918000000000.0,
44,No,Rarely,438,Logistics,27,1,Biotechnology,1,566,2,Female,139,2,4,Logistics & Supply Chain Coordinator,4,Single,84889,10330,3,Yes,11,2,2,2,18,1,1,17,13,9,13,0.363912518,0.35,Vivek Desai,vivek.desai73@example.com,919000000000.0,
52,No,Rarely,404,Quality Control,38,1,Logistics,1,567,4,Female,129,4,3,Maintenance Engineer,3,Single,23851,6923,1,Yes,18,2,2,0,27,4,2,14,9,9,11,0.892404937,0.6,Vivek Desai,vivek.desai832@example.com,920000000000.0,
57,Yes,Non-Travel,759,Quality Control,8,1,Biotechnology,1,568,2,Male,85,4,1,Logistics & Supply Chain Coordinator,1,Single,39796,8467,1,No,14,3,4,1,18,0,2,28,17,10,3,0.382354514,0.35,Riya Trivedi,riya.trivedi468@example.com,919000000000.0,
25,No,Rarely,444,Logistics,1,2,Biotechnology,1,569,4,Female,146,3,4,Milk Processing Operator,1,Married,96034,8076,9,Yes,17,1,3,0,16,1,3,28,8,3,6,0.491383115,0.45,Sahil Sharma,sahil.sharma444@example.com,917000000000.0,
51,Yes,Rarely,1031,Production,49,3,Biotechnology,1,570,2,Female,133,4,2,Packaging Machine Operator,1,Single,82798,10001,2,Yes,22,3,4,0,17,5,2,0,11,5,10,0.676790266,0.4,Pooja Bose,pooja.bose494@example.com,918000000000.0,
40,No,Frequently,1124,Production,49,3,Logistics,1,571,3,Male,126,3,3,Maintenance Engineer,3,Single,118388,17303,7,No,13,3,3,0,17,5,2,24,9,7,19,0.813212369,0.6,Sahil Pillai,sahil.pillai724@example.com,916000000000.0,
35,No,Non-Travel,494,Maintenance,24,4,Biotechnology,1,572,4,Male,82,3,2,Cheese Production Technician,4,Single,82985,19699,3,No,23,2,2,2,22,3,1,25,18,12,1,0.236032979,0.5,Sahil Pillai,sahil.pillai919@example.com,918000000000.0,
40,No,Frequently,839,Logistics,47,3,Logistics,1,573,2,Female,54,2,1,Packaging Machine Operator,1,Single,54592,18457,6,Yes,18,3,3,1,39,5,2,2,5,3,3,0.410713773,0.4,Nisha Bose,nisha.bose239@example.com,918000000000.0,
30,No,Rarely,1055,Production,7,2,Dairy Science,1,574,2,Female,127,3,1,Maintenance Engineer,3,Single,64845,10675,9,Yes,19,3,1,1,8,0,2,24,13,14,6,0.598290094,0.6,Riya Kapoor,riya.kapoor105@example.com,919000000000.0,
56,Yes,Rarely,216,Logistics,19,3,Food Technology,1,575,3,Male,140,4,1,Logistics & Supply Chain Coordinator,2,Divorced,35930,14303,2,Yes,16,1,3,0,28,5,2,14,7,11,0,0.632819157,0.35,Vivek Rana,vivek.rana663@example.com,917000000000.0,
55,No,Rarely,270,Farm Operations,22,2,Dairy Science,1,576,3,Female,136,4,1,Dairy Lab Technician,4,Divorced,41159,19933,9,Yes,11,4,1,1,28,4,4,3,13,8,14,0.249019207,0.55,Sneha Iyer,sneha.iyer299@example.com,920000000000.0,
54,No,Frequently,1492,Quality Control,35,2,Food Technology,1,577,3,Male,63,1,1,Logistics & Supply Chain Coordinator,3,Single,115072,19743,2,Yes,12,1,1,2,1,2,4,14,10,7,19,0.664855116,0.35,Sahil Iyer,sahil.iyer394@example.com,916000000000.0,
38,No,Frequently,504,Quality Control,30,3,Dairy Science,1,578,4,Female,117,4,2,Cheese Production Technician,4,Single,109788,17128,1,No,23,2,4,0,16,4,1,9,15,9,7,0.569645056,0.5,Vivek Patel,vivek.patel934@example.com,917000000000.0,
39,No,Rarely,1230,Quality Control,29,4,Food Technology,1,579,4,Female,132,1,1,Maintenance Engineer,2,Single,44003,8659,5,Yes,11,4,3,2,30,4,3,5,19,9,4,0.779339166,0.6,Dev Reddy,dev.reddy776@example.com,920000000000.0,
37,Yes,Non-Travel,1016,Logistics,22,1,Food Technology,1,580,3,Female,96,3,1,Milk Processing Operator,3,Single,55139,7246,5,No,14,1,2,2,27,0,1,12,5,5,13,0.355532423,0.45,Priya Bose,priya.bose130@example.com,918000000000.0,
33,No,Rarely,1326,Logistics,11,1,Mechanical Engineering,1,581,1,Female,103,4,3,Logistics & Supply Chain Coordinator,4,Married,72452,8967,0,No,11,3,3,1,38,0,3,6,14,6,17,0.33651889,0.35,Riya Patel,riya.patel606@example.com,919000000000.0,
34,No,Rarely,1020,Maintenance,20,3,Food Technology,1,582,1,Female,53,2,1,Maintenance Engineer,3,Married,42205,8661,6,No,14,3,4,1,29,3,3,25,14,7,2,0.755336055,0.6,Karan Reddy,karan.reddy98@example.com,916000000000.0,
50,No,Rarely,392,Quality Control,29,3,Food Technology,1,583,2,Male,143,2,3,Packaging Machine Operator,1,Married,116059,14416,3,No,22,4,1,0,34,5,2,29,13,1,1,0.69270839,0.4,Pooja Kapoor,pooja.kapoor98@example.com,919000000000.0,
20,No,Rarely,728,Maintenance,41,2,Mechanical Engineering,1,584,1,Male,132,2,3,Cheese Production Technician,4,Divorced,76955,2510,2,No,18,4,1,2,19,3,2,21,11,4,15,0.754171352,0.5,Meera Reddy,meera.reddy563@example.com,918000000000.0,
22,No,Frequently,370,Quality Control,42,3,Biotechnology,1,585,2,Female,144,3,3,Milk Processing Operator,3,Single,27464,10614,7,No,11,3,4,1,15,0,1,0,1,12,13,0.747353899,0.45,Riya Rana,riya.rana851@example.com,917000000000.0,
35,No,Frequently,450,Maintenance,34,2,Biotechnology,1,586,4,Female,144,3,2,Maintenance Engineer,1,Married,102646,4432,1,No,18,2,4,0,33,5,1,21,7,6,15,0.272800473,0.6,Rohit Joshi,rohit.joshi642@example.com,917000000000.0,
42,No,Rarely,1430,Maintenance,1,4,Mechanical Engineering,1,587,4,Female,58,1,2,Dairy Quality Analyst,2,Single,92657,3906,8,Yes,16,1,3,0,13,0,1,10,18,7,10,0.395008133,0.55,Kavya Iyer,kavya.iyer158@example.com,916000000000.0,
30,No,Frequently,740,Farm Operations,31,3,Logistics,1,588,1,Male,102,2,4,Logistics & Supply Chain Coordinator,4,Single,29840,17554,7,Yes,16,3,1,1,25,0,4,13,13,4,16,0.382059595,0.35,Nisha Patel,nisha.patel699@example.com,918000000000.0,
31,No,Rarely,615,Maintenance,30,1,Food Technology,1,589,4,Male,126,1,4,Cheese Production Technician,4,Divorced,60768,18448,7,No,23,1,4,2,19,2,4,5,4,2,2,0.854211097,0.5,Riya Rana,riya.rana401@example.com,918000000000.0,
29,No,Frequently,993,Logistics,48,1,Food Technology,1,590,3,Male,127,1,3,Milk Processing Operator,2,Divorced,29461,6928,2,No,14,1,3,0,23,4,4,4,8,14,4,0.541226602,0.45,Sahil Reddy,sahil.reddy129@example.com,918000000000.0,
51,Yes,Non-Travel,1367,Maintenance,18,3,Mechanical Engineering,1,591,3,Male,109,4,2,Milk Processing Operator,1,Married,40927,6710,3,No,17,1,3,1,17,3,4,18,12,5,2,0.277739993,0.45,Meera Gandhi,meera.gandhi445@example.com,916000000000.0,
35,No,Rarely,224,Quality Control,17,2,Mechanical Engineering,1,592,1,Male,95,4,1,Cold Storage Supervisor,2,Married,109934,13540,1,No,16,1,2,0,8,3,4,25,8,4,14,0.402704534,0.4,Pooja Malhotra,pooja.malhotra25@example.com,919000000000.0,
27,No,Frequently,867,Maintenance,38,1,Logistics,1,593,1,Male,103,2,4,Cheese Production Technician,4,Divorced,118622,8124,1,No,15,2,1,1,18,1,2,18,13,7,4,0.810331154,0.5,Vivek Desai,vivek.desai337@example.com,920000000000.0,
57,No,Rarely,1296,Production,14,2,Biotechnology,1,594,2,Male,123,3,2,Milk Processing Operator,3,Divorced,35329,9837,3,No,11,2,3,0,19,2,3,26,4,8,2,0.792946465,0.45,Sneha Nair,sneha.nair264@example.com,920000000000.0,
31,No,Rarely,831,Quality Control,23,3,Dairy Science,1,595,4,Male,144,4,1,Maintenance Engineer,1,Single,35791,17583,5,No,15,2,4,2,29,0,4,25,1,8,5,0.830237638,0.6,Sahil Patel,sahil.patel905@example.com,918000000000.0,
43,No,Rarely,1316,Production,25,3,Biotechnology,1,596,2,Female,86,3,1,Cold Storage Supervisor,1,Single,72627,19184,4,No,23,3,1,0,25,0,1,12,6,11,13,0.471970141,0.4,Dev Trivedi,dev.trivedi899@example.com,917000000000.0,
47,No,Frequently,704,Quality Control,15,1,Food Technology,1,597,2,Male,72,1,2,Packaging Machine Operator,1,Married,34372,8109,0,No,11,3,4,1,30,2,3,6,15,11,1,0.648938673,0.4,Riya Rana,riya.rana681@example.com,919000000000.0,
27,No,Frequently,535,Logistics,46,3,Mechanical Engineering,1,598,3,Male,76,1,4,Maintenance Engineer,2,Married,112890,11909,9,No,10,3,4,1,34,5,4,7,10,5,17,0.394721744,0.6,Ankit Sharma,ankit.sharma450@example.com,917000000000.0,
47,No,Rarely,624,Logistics,22,4,Logistics,1,599,3,Male,119,1,2,Logistics & Supply Chain Coordinator,2,Divorced,68469,8659,0,Yes,18,2,3,1,2,3,4,13,10,14,5,0.326577732,0.35,Nisha Gandhi,nisha.gandhi102@example.com,917000000000.0,
55,No,Non-Travel,698,Logistics,3,4,Biotechnology,1,600,3,Male,139,1,4,Cheese Production Technician,3,Married,107073,3238,5,No,22,1,3,2,39,0,2,18,11,3,4,0.215330753,0.5,Kavya Gandhi,kavya.gandhi229@example.com,917000000000.0,
45,No,Frequently,1146,Production,19,1,Logistics,1,601,3,Female,115,2,3,Logistics & Supply Chain Coordinator,3,Single,54370,17064,2,Yes,14,2,2,1,28,1,2,18,12,3,13,0.356408665,0.35,Rohit Malhotra,rohit.malhotra648@example.com,919000000000.0,
27,No,Non-Travel,829,Farm Operations,44,4,Biotechnology,1,602,2,Male,110,1,2,Farm Liaison Officer,1,Divorced,71408,7620,2,Yes,19,3,4,1,5,3,2,22,7,8,16,0.623061896,0.3,Meera Bose,meera.bose360@example.com,919000000000.0,
47,No,Frequently,1422,Quality Control,34,2,Food Technology,1,603,3,Female,126,4,2,Farm Liaison Officer,3,Single,110941,3486,6,No,19,4,3,2,0,4,4,25,15,3,10,0.83294722,0.3,Pooja Joshi,pooja.joshi750@example.com,917000000000.0,
47,No,Frequently,917,Logistics,35,1,Dairy Science,1,604,4,Female,100,1,4,Cheese Production Technician,2,Divorced,43703,6681,0,Yes,13,3,2,1,23,2,2,11,0,7,0,0.293394387,0.5,Pooja Sharma,pooja.sharma878@example.com,919000000000.0,
56,No,Rarely,538,Quality Control,1,1,Logistics,1,605,3,Female,99,3,4,Packaging Machine Operator,3,Divorced,35234,13490,0,No,21,1,1,1,37,3,4,22,12,8,9,0.842608093,0.4,Nisha Desai,nisha.desai908@example.com,919000000000.0,
55,No,Rarely,858,Production,21,2,Logistics,1,606,3,Male,68,4,2,Cold Storage Supervisor,2,Single,27532,6470,9,Yes,20,2,2,2,33,4,3,26,10,4,8,0.441769664,0.4,Nisha Pillai,nisha.pillai970@example.com,916000000000.0,
46,Yes,Non-Travel,1161,Farm Operations,29,4,Dairy Science,1,607,3,Male,50,3,1,Dairy Quality Analyst,3,Married,55416,13723,2,No,17,4,2,0,6,1,3,8,3,12,19,0.498779885,0.55,Priya Desai,priya.desai969@example.com,917000000000.0,
36,No,Rarely,628,Production,6,4,Logistics,1,608,1,Male,89,3,1,Milk Processing Operator,4,Married,92439,15888,7,Yes,24,4,4,1,10,5,4,13,3,5,11,0.455484978,0.45,Sahil Malhotra,sahil.malhotra614@example.com,920000000000.0,
28,Yes,Non-Travel,1098,Quality Control,37,4,Logistics,1,609,4,Female,81,2,1,Dairy Quality Analyst,2,Married,38242,9177,0,No,14,1,1,0,10,2,1,5,14,2,0,0.486025698,0.55,Rohit Patel,rohit.patel607@example.com,918000000000.0,
52,No,Frequently,338,Farm Operations,1,1,Biotechnology,1,610,4,Female,71,2,3,Farm Liaison Officer,4,Married,70254,15201,9,Yes,23,2,4,2,35,5,4,14,2,11,17,0.381435204,0.3,Karan Desai,karan.desai998@example.com,920000000000.0,
39,Yes,Rarely,1141,Farm Operations,1,1,Biotechnology,1,611,2,Female,142,3,3,Farm Liaison Officer,2,Single,99324,7441,3,No,16,4,4,1,19,0,3,12,18,4,11,0.689023275,0.3,Pooja Joshi,pooja.joshi463@example.com,920000000000.0,
32,No,Rarely,741,Production,27,4,Dairy Science,1,612,2,Female,115,3,4,Packaging Machine Operator,3,Divorced,55249,13719,8,No,12,3,2,1,15,5,3,6,1,4,1,0.730728177,0.4,Amit Joshi,amit.joshi37@example.com,917000000000.0,
47,No,Rarely,256,Logistics,21,3,Food Technology,1,613,3,Male,89,1,3,Dairy Quality Analyst,4,Single,115049,7397,3,No,24,1,2,2,4,0,4,10,5,14,0,0.776179024,0.55,Meera Pillai,meera.pillai948@example.com,917000000000.0,
48,No,Non-Travel,1455,Quality Control,16,4,Logistics,1,614,1,Male,87,4,1,Dairy Quality Analyst,3,Married,105078,3621,9,Yes,17,4,3,1,23,4,4,9,7,13,0,0.438902708,0.55,Rohit Mehta,rohit.mehta485@example.com,918000000000.0,
32,Yes,Rarely,857,Maintenance,44,2,Food Technology,1,615,2,Male,97,1,2,Cold Storage Supervisor,2,Married,52294,19945,7,Yes,17,1,2,0,29,3,4,0,16,1,0,0.735238824,0.4,Kavya Iyer,kavya.iyer85@example.com,918000000000.0,
54,Yes,Rarely,634,Maintenance,40,1,Dairy Science,1,616,2,Female,104,2,3,Packaging Machine Operator,4,Single,79784,19800,6,Yes,12,2,3,0,29,1,3,6,4,9,11,0.64637275,0.4,Vivek Reddy,vivek.reddy840@example.com,918000000000.0,
25,No,Rarely,583,Production,26,2,Dairy Science,1,617,3,Female,124,2,3,Packaging Machine Operator,1,Divorced,23684,6190,2,No,18,2,4,2,38,4,1,17,1,5,6,0.870541261,0.4,Amit Bose,amit.bose413@example.com,918000000000.0,
37,No,Rarely,759,Quality Control,16,2,Biotechnology,1,618,3,Male,130,1,1,Cheese Production Technician,3,Single,43795,7054,6,No,23,2,2,1,36,1,4,22,11,8,3,0.497349617,0.5,Vivek Patel,vivek.patel657@example.com,920000000000.0,
24,No,Rarely,393,Quality Control,28,1,Logistics,1,619,2,Male,104,4,3,Logistics & Supply Chain Coordinator,2,Single,80301,3130,6,No,17,3,1,1,32,5,3,2,4,10,19,0.89461681,0.35,Nisha Pillai,nisha.pillai429@example.com,917000000000.0,
44,No,Rarely,733,Production,1,3,Mechanical Engineering,1,620,2,Female,100,3,4,Packaging Machine Operator,4,Single,89187,16071,9,Yes,10,4,1,2,19,1,4,8,9,14,3,0.718275821,0.4,Meera Nair,meera.nair734@example.com,916000000000.0,
21,No,Non-Travel,717,Quality Control,36,4,Dairy Science,1,621,4,Male,109,1,2,Packaging Machine Operator,3,Divorced,30431,13936,2,No,17,2,4,0,21,5,3,28,8,6,14,0.743394428,0.4,Kavya Nair,kavya.nair995@example.com,919000000000.0,
29,Yes,Rarely,915,Logistics,10,2,Logistics,1,622,1,Male,57,2,1,Maintenance Engineer,4,Single,95667,4118,1,No,21,3,4,0,20,1,4,4,19,13,0,0.217993402,0.6,Vivek Desai,vivek.desai749@example.com,919000000000.0,
49,No,Rarely,950,Production,43,1,Food Technology,1,623,4,Female,135,4,4,Dairy Lab Technician,3,Single,109627,2663,8,Yes,20,2,2,2,36,2,3,22,7,7,5,0.548178846,0.55,Vivek Bose,vivek.bose871@example.com,917000000000.0,
24,No,Rarely,384,Logistics,17,2,Biotechnology,1,624,2,Female,117,2,1,Dairy Quality Analyst,3,Married,110381,17735,0,No,24,2,3,1,26,4,4,23,0,1,13,0.569835699,0.55,Karan Joshi,karan.joshi752@example.com,916000000000.0,
52,No,Rarely,491,Quality Control,23,4,Food Technology,1,625,4,Female,124,4,4,Milk Processing Operator,3,Single,110027,11763,6,No,13,4,2,0,37,2,2,12,5,10,13,0.228420071,0.45,Sneha Nair,sneha.nair583@example.com,916000000000.0,
20,No,Non-Travel,931,Production,7,3,Dairy Science,1,626,4,Male,121,4,2,Dairy Quality Analyst,4,Married,75372,19907,3,Yes,15,3,3,1,34,3,4,15,10,12,9,0.418491856,0.55,Ankit Mehta,ankit.mehta759@example.com,918000000000.0,
37,No,Frequently,315,Quality Control,44,3,Dairy Science,1,627,2,Female,58,4,2,Cheese Production Technician,4,Married,90366,10053,1,Yes,23,2,2,0,37,3,3,15,2,13,6,0.868950926,0.5,Amit Patel,amit.patel73@example.com,920000000000.0,
51,No,Rarely,1024,Production,7,3,Food Technology,1,628,3,Male,139,1,4,Cheese Production Technician,3,Married,114176,19371,1,Yes,22,3,1,1,39,0,4,11,14,8,11,0.498278005,0.5,Priya Iyer,priya.iyer264@example.com,917000000000.0,
30,No,Frequently,1272,Quality Control,44,1,Dairy Science,1,629,2,Male,51,1,4,Cheese Production Technician,1,Divorced,92870,5845,7,No,19,3,1,0,5,0,1,17,10,2,18,0.330691389,0.5,Sahil Malhotra,sahil.malhotra151@example.com,918000000000.0,
40,Yes,Rarely,884,Logistics,15,1,Logistics,1,630,3,Female,129,1,4,Logistics & Supply Chain Coordinator,1,Married,67387,15496,6,Yes,18,2,3,1,31,0,4,10,4,9,8,0.559337095,0.35,Priya Reddy,priya.reddy956@example.com,919000000000.0,
45,Yes,Rarely,281,Logistics,34,3,Dairy Science,1,631,2,Male,144,4,4,Milk Processing Operator,1,Single,72927,8301,6,Yes,14,2,2,2,15,3,4,16,15,4,2,0.223635904,0.45,Riya Nair,riya.nair837@example.com,917000000000.0,
44,Yes,Non-Travel,1033,Quality Control,46,4,Biotechnology,1,632,2,Female,119,4,4,Cold Storage Supervisor,2,Single,29304,13885,4,No,16,1,4,0,27,1,4,6,6,13,3,0.56119209,0.4,Arjun Reddy,arjun.reddy778@example.com,918000000000.0,
41,No,Frequently,532,Production,45,4,Logistics,1,633,2,Female,134,2,4,Logistics & Supply Chain Coordinator,1,Married,37032,18482,9,Yes,22,4,3,2,15,5,1,14,5,6,12,0.615987814,0.35,Priya Pillai,priya.pillai25@example.com,917000000000.0,
46,No,Non-Travel,756,Maintenance,4,1,Mechanical Engineering,1,634,1,Male,139,3,2,Cheese Production Technician,4,Married,111291,4288,7,Yes,24,2,1,0,26,1,1,5,8,3,9,0.450386054,0.5,Arjun Sharma,arjun.sharma434@example.com,918000000000.0,
32,No,Rarely,534,Logistics,14,3,Dairy Science,1,635,3,Male,108,1,4,Logistics & Supply Chain Coordinator,1,Single,79486,9796,1,No,10,1,3,0,2,4,1,5,6,6,13,0.733803339,0.35,Ankit Reddy,ankit.reddy338@example.com,917000000000.0,
52,No,Frequently,731,Logistics,14,4,Dairy Science,1,636,1,Female,68,4,3,Cold Storage Supervisor,4,Married,85552,9263,1,Yes,18,4,2,0,20,3,2,17,2,7,5,0.294999854,0.4,Pooja Mehta,pooja.mehta721@example.com,919000000000.0,
53,No,Rarely,420,Maintenance,16,4,Biotechnology,1,637,2,Female,77,2,2,Dairy Lab Technician,2,Divorced,93844,14777,4,No,23,2,4,1,37,5,1,18,10,14,7,0.814728387,0.55,Meera Sharma,meera.sharma910@example.com,919000000000.0,
54,No,Rarely,834,Quality Control,7,4,Biotechnology,1,638,4,Female,121,2,1,Milk Processing Operator,4,Married,49654,10770,0,No,15,3,4,0,37,5,2,19,11,12,18,0.868811437,0.45,Dev Joshi,dev.joshi400@example.com,916000000000.0,
